,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
1177350,78701,2013-04-04 15:22:47,5,219,,,219,99106,3,4.5,0,4.13,0.0538,5.42,37,212.0,1,13216,1,31,1,0,1,0,,676.3,0,,,,0.0,0.0,,,1.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2056560,138063,2012-12-01 11:13:17,5,123,3.0,78.12,219,15945,4,4.5,1,3.89,0.0492,5.62,3,139.0,0,23904,1,25,1,2,1,0,,,1,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,14.0,,,,,,,0.0,0.0,,0,,0
2869160,192706,2012-11-19 21:00:49,12,99,,,99,140421,3,0.0,1,0.69,,4.71,18,129.4,0,28061,4,39,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2241525,150474,2013-05-13 09:05:49,5,219,,,219,130200,3,4.5,1,2.89,,4.95,26,107.0,0,24506,4,98,1,1,1,0,,821.61,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
822363,54998,2013-04-22 09:56:42,5,219,,,219,63211,3,3.5,1,2.2,0.0282,4.63,21,79.0,0,19274,1,2,1,0,1,0,,387.55,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
2243186,150590,2013-04-01 06:39:31,5,219,,,219,93297,3,3.0,0,3.66,0.0758,4.73,4,125.0,0,7342,1,1,2,0,1,0,,197.21,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3233899,217196,2012-11-15 17:57:58,5,219,,,219,115261,0,4.5,1,0.0,,4.2,32,75.0,0,22984,2,1,2,0,1,1,,195.75,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,0,,0
177084,11881,2012-12-22 15:25:14,5,219,,,35,20182,5,4.0,0,3.04,0.34,5.6,9,260.0,0,16583,3,68,1,0,1,1,,2184.59,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3563394,239310,2012-11-08 17:39:32,5,219,,,219,1230,3,3.5,0,5.83,0.201,5.75,6,159.0,1,4562,6,42,2,0,1,0,,200.91,0,,,,0.0,0.0,,,,,,1.0,,,,,,,,,,,,,,0,,0
707487,47332,2013-03-25 09:49:34,5,125,,,15,53998,5,5.0,1,0.0,0.0128,5.75,29,184.0,0,23688,3,3,1,0,1,1,,,0,,,,0.0,0.0,,,,,-1.0,0.0,13.0,0.0,0.0,,1.0,0.0,8.0,0.0,0.0,,,,,0,,0
608447,40637,2013-03-19 11:52:08,32,220,,,220,47357,5,4.0,1,3.66,0.2869,5.71,3,321.48,0,27735,3,5,1,0,1,0,,2046.11,0,,,,0.0,0.0,,,1.0,,-1.0,0.0,9.0,0.0,0.0,,,,,,,,,,,0,,0
3807445,255647,2013-06-04 17:27:25,14,100,,,100,61011,4,4.5,1,3.71,0.0439,0.0,19,178.88,0,11224,1,17,2,0,1,1,-19.35,53.42,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
3251998,218381,2013-03-20 00:09:08,5,219,,,219,94274,2,3.0,0,1.95,0.0243,4.57,31,59.0,0,6443,1,0,2,0,1,0,,,0,,,,,,,,,,,,,-1.0,0.0,8.0,,,,,,,,,,0,,0
4376110,293624,2013-06-22 11:28:48,5,11,,,18,50797,4,4.5,1,2.94,0.0415,0.0,15,177.0,1,6695,10,49,1,1,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
640042,42796,2013-05-01 07:14:05,32,220,,,48,52855,5,4.5,1,2.56,0.1041,5.97,24,208.65,1,23223,1,70,2,0,1,0,-20.7551,1688.38,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1044625,69739,2013-02-04 10:52:18,5,219,,,219,102345,3,4.5,1,1.1,,5.25,29,139.0,0,5300,1,5,2,0,1,1,,126.86,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,28.0,,,,,,,0.0,0.0,,0,,0
936377,62511,2012-11-20 05:09:46,5,41,,,41,134018,5,2.0,0,2.3,0.1239,4.97,1,47.0,0,9524,3,1,1,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2256290,151479,2013-04-04 09:18:09,5,219,,,219,115954,3,3.0,0,3.87,0.3663,4.68,9,86.0,1,8081,5,46,2,1,1,0,,847.69,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,45.0,,,,,,,1.0,0.0,51.0,0,,0
3466892,232789,2012-12-16 16:30:04,18,129,,,219,19333,2,3.5,1,1.61,0.0023,4.5,21,77.65,0,25479,3,9,2,1,1,0,,4801.85,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
1994141,133847,2012-11-16 12:53:39,7,100,,,117,47398,3,4.0,0,3.09,0.276,3.81,4,46.94,0,12841,11,129,2,1,1,0,,6544.35,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
695959,46549,2013-06-23 17:07:50,5,219,,,219,107715,2,4.0,1,2.08,,0.0,7,109.0,0,673,1,5,2,0,1,1,,134.9,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
2567163,172364,2013-03-31 13:13:17,24,216,,,219,10443,5,5.0,1,2.89,,6.21,28,599.47,1,4670,2,19,1,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1805478,121298,2012-11-04 10:09:59,14,100,,,219,119302,3,3.5,1,1.95,0.0104,4.78,20,107.45,0,1097,1,7,2,0,1,0,,2055.13,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
4256547,285693,2013-01-19 10:40:39,5,219,,,219,105136,3,4.5,1,1.61,0.0059,4.66,31,99.0,0,12571,1,0,2,0,1,1,,18.15,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
498511,33340,2013-05-11 17:24:28,5,219,,,92,68964,4,3.5,0,1.1,0.0508,5.39,5,134.0,1,19390,2,11,1,0,1,0,,6996.79,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1316807,88197,2013-04-08 04:59:23,5,219,,,219,121421,4,4.5,1,2.48,0.0094,5.25,9,179.0,0,18774,1,3,1,0,1,1,,18.13,0,,,,-1.0,0.0,5.0,0.0,0.0,5.0,,,,-1.0,0.0,5.0,,,,,,,-1.0,0.0,34.0,0,,0
3066228,205921,2013-05-13 22:23:48,5,221,,,132,27207,4,4.5,1,2.56,0.3432,5.24,1,136.0,0,27927,2,5,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,289.39,1
1185941,79285,2013-02-19 09:49:03,5,219,,,219,122344,3,4.5,0,4.33,0.061,5.26,21,159.0,0,12053,2,3,3,0,1,1,,95.77,1,,,,,-1.0,,,,,,,,,,,,,,,,,,,,0,,0
1174270,78470,2013-06-11 16:54:13,5,219,,,219,115180,5,5.0,1,0.69,0.0122,0.0,35,925.0,0,27701,5,147,1,0,1,0,,2527.01,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3629076,243807,2013-04-22 17:14:21,5,219,,,219,97432,4,4.5,1,4.04,0.1359,5.45,1,149.0,1,570,2,8,2,0,2,0,,972.89,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3483107,233875,2013-06-06 08:40:43,5,219,,,219,48862,2,1.5,1,1.1,0.1136,0.0,4,65.0,0,18277,2,10,2,1,1,0,,,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
1593369,107077,2012-11-27 20:34:35,15,55,,,132,60011,4,0.0,0,5.78,,5.49,3,208.27,0,4617,3,18,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2567927,172405,2013-03-04 15:07:47,5,219,,,219,40978,3,4.5,1,1.39,,5.25,34,109.0,0,6345,1,12,2,0,1,1,,109.28,0,,,,1.0,0.0,24.0,1.0,0.0,24.0,,,,1.0,0.0,24.0,,,,,,,1.0,0.0,24.0,0,,0
956454,63858,2013-03-23 14:20:10,5,219,,,219,35512,3,2.0,1,2.08,,4.67,18,140.0,0,24934,1,0,2,0,1,1,,78.35,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
78269,5235,2012-11-12 23:32:14,5,219,,,219,103307,4,4.5,1,4.91,,5.73,8,184.0,0,4045,3,4,2,0,1,1,,372.75,1,,,,-1.0,0.0,14.0,-1.0,0.0,14.0,,,,-1.0,0.0,14.0,,,,,,,-1.0,0.0,14.0,0,,0
4387562,294377,2013-04-28 20:25:51,5,219,,,219,80088,3,4.5,0,2.94,0.1879,5.67,8,199.0,0,12823,2,66,2,2,1,0,,1192.12,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
1663586,111726,2013-05-01 18:02:09,5,219,,,219,46779,2,3.0,0,0.0,,4.07,7,60.0,0,10718,2,87,2,3,1,1,,246.53,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2677232,179646,2013-06-28 17:40:27,32,220,,,14,17666,3,3.5,0,3.76,,0.0,30,37.47,0,26896,3,28,2,0,1,1,,1986.39,0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0,,0
1717326,115378,2012-11-29 08:58:17,5,219,2.44,103.75,219,136282,3,4.5,1,1.79,,4.86,18,87.0,0,23278,4,2,1,0,1,1,,410.18,0,,,,0.0,0.0,,,,,,,,1.0,0.0,56.0,,,,,,,0.0,0.0,,0,,0
1485628,99601,2013-04-10 23:23:12,5,219,,,219,77338,3,4.5,1,0.0,0.0067,4.86,1,102.0,0,9179,1,9,2,1,1,1,,12.08,0,,,,1.0,0.0,42.0,0.0,0.0,14.0,,,,-1.0,0.0,13.0,,,,,,,0.0,0.0,,0,,0
527033,35216,2012-11-12 14:01:12,5,219,3.5,497.09,59,32665,5,4.5,1,3.09,0.0878,6.04,20,166.0,1,22835,6,5,2,1,1,0,,2086.39,0,,,,0.0,0.0,,0.0,0.0,,,,,,1.0,,,,,,,,,,,0,,0
3427825,230221,2012-11-20 01:10:09,5,219,,,219,23636,3,4.0,1,1.1,0.057,5.23,12,99.0,0,305,1,0,2,1,1,0,,,0,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0
1978528,132848,2013-03-18 09:47:38,5,219,,,219,123453,3,3.5,1,2.2,0.1571,4.71,26,127.0,0,15566,1,61,1,0,1,1,,576.34,0,,,,0.0,0.0,,0.0,0.0,,,,,-1.0,0.0,12.0,,,,,,,-1.0,0.0,12.0,0,,0
3842604,257955,2013-05-12 02:34:31,24,216,,,205,65332,4,4.0,0,3.74,0.2874,5.12,7,93.63,1,21326,4,31,2,1,1,0,,,0,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
3998755,268351,2013-05-15 20:37:13,32,220,,,98,74588,5,3.5,0,4.01,0.0174,5.29,16,100.96,1,20721,3,62,2,0,1,0,,4376.4,0,,,,,,,,,,0.0,0.0,26.0,0.0,0.0,19.0,,,,,,,,,,0,,0
770928,51571,2013-02-19 18:35:06,5,219,,,219,41854,4,4.0,1,2.08,,5.18,19,219.0,0,7976,5,44,1,0,1,0,,,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4044866,271364,2013-05-23 17:14:35,15,55,,,55,8005,3,3.5,0,5.49,0.0687,5.4,15,243.24,0,10979,1,34,3,0,1,0,-26.0844,,0,,,,,,,,,,,,,0.0,0.0,,-1.0,0.0,5.0,,1.0,,,,,0,,0
3545327,238059,2013-05-21 22:59:02,5,219,,,100,125647,3,4.0,1,2.48,0.0081,5.25,1,193.0,1,18139,1,19,4,2,2,0,,1013.43,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
4561106,306051,2013-05-01 20:51:18,29,132,,,73,51998,4,5.0,0,3.18,0.2834,5.08,6,216.16,0,17782,3,3,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
275660,18476,2013-03-31 20:37:45,29,132,,,219,24575,2,2.5,1,2.83,0.054000000000000006,4.21,9,49.99,0,22097,1,115,6,2,3,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3951235,265204,2013-01-21 19:17:41,5,219,,,219,77622,3,4.5,1,1.61,0.0039,5.29,15,249.0,0,13216,1,105,5,0,2,0,,202.08,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2232431,149880,2013-02-08 18:40:12,7,100,,,100,29006,3,4.0,1,2.4,0.0409,4.7,1,68.86,1,3410,2,21,2,0,1,1,,2073.74,0,,,,,1.0,,,,,,,,1.0,0.0,6.0,,,,,,,0.0,0.0,6.0,0,,0
2767728,185820,2013-05-07 19:28:05,14,100,,,100,124043,4,4.5,0,3.97,0.0824,5.83,18,283.81,0,21871,2,3,2,0,1,1,,54.51,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
3591865,241273,2012-12-30 11:37:13,5,219,,,219,113744,3,5.0,1,3.66,0.004,5.59,10,315.0,0,9265,2,230,2,0,1,1,,389.18,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1434573,96199,2013-01-22 05:49:25,5,219,,,219,52356,0,4.0,1,0.69,0.0,4.97,1,162.0,0,17112,1,11,2,0,1,1,,121.89,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,0,,0
3613492,242735,2013-06-27 09:53:55,5,219,,,219,74631,0,4.0,1,0.0,,0.0,30,58.0,0,19494,1,2,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
4027306,270208,2012-11-01 11:11:42,5,219,,,219,134910,2,2.5,1,3.22,0.0009,4.23,39,50.0,0,17713,4,64,2,2,1,1,,1146.06,1,,,,0.0,0.0,,,,,,,,-1.0,0.0,25.0,,,,,,,,,,0,,0
3238549,217530,2013-01-15 12:43:43,5,219,,,219,53387,3,4.5,1,0.69,,4.72,32,63.0,0,19745,2,31,2,0,1,1,,,0,,,,0.0,0.0,,-1.0,0.0,12.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4192942,281349,2012-12-04 09:27:39,5,219,,,219,78476,4,4.5,1,3.3,0.0242,4.89,6,84.0,0,4182,3,30,4,3,2,1,,615.28,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,-1.0,0.0,8.0,0,,0
3486205,234077,2012-12-24 08:44:44,5,219,,,219,132199,0,4.0,1,2.71,0.534,4.9,8,150.0,0,24703,1,3,1,0,1,1,,1459.36,0,,,,1.0,0.0,10.0,1.0,0.0,10.0,,,,,,,,,,,,,1.0,0.0,9.0,0,,0
4087855,274204,2013-03-20 11:09:12,14,100,,,215,3131,4,4.5,0,6.28,0.1132,5.53,34,222.22,1,2303,2,45,2,1,1,1,,4475.23,0,1.0,0.0,10.0,,,,,,,,,,0.0,0.0,,,,,1.0,0.0,24.0,,,,0,,0
2661049,178573,2012-11-09 12:11:13,5,219,,,219,36863,4,4.5,1,0.0,0.0058,4.8,36,99.0,0,6443,1,1,1,0,1,1,,33.82,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
1774720,119185,2013-05-03 08:15:43,5,219,,,219,8243,5,4.5,1,4.42,0.321,5.86,7,300.0,0,4072,1,1,2,0,1,1,,123.39,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3530261,236999,2012-11-23 07:14:13,5,219,,,219,130028,4,4.0,1,1.95,0.008,5.05,19,120.0,0,15146,1,0,2,0,1,1,,155.66,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
757138,50605,2013-06-21 15:53:26,5,219,,,219,28427,2,3.5,1,3.0,0.0001,0.0,39,60.0,0,8347,1,0,1,2,1,1,,50.45,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,20.0,,,,,,,0.0,0.0,,0,,0
3232437,217090,2013-01-02 14:20:54,5,219,,,219,137751,4,4.0,1,4.13,,5.54,16,131.0,0,5313,1,16,2,0,1,1,,,1,,,,,,,0.0,0.0,,,,,1.0,0.0,6.0,,,,,,,0.0,0.0,,0,,0
4897215,328707,2013-06-18 11:07:13,5,219,,,219,92695,0,0.0,0,2.48,,0.0,19,69.0,0,2256,2,33,2,3,1,0,,892.64,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2360517,158540,2013-04-28 10:44:16,5,219,,,219,27369,3,4.0,1,2.3,0.1597,5.13,7,179.0,0,5028,2,68,2,1,1,1,,153.39,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
4879636,327541,2013-02-18 08:06:35,5,219,,,219,115731,3,4.0,1,4.42,0.3344,4.91,36,138.0,0,9412,3,1,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3769404,253201,2013-03-04 17:43:30,5,219,,,219,36877,2,2.5,1,2.77,0.0899,4.41,12,140.0,0,9942,1,98,2,0,1,0,,180.02,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3582300,240610,2013-05-18 22:12:16,31,219,,,219,125002,3,4.0,1,3.0,0.0153,5.21,23,98.0,1,13216,2,48,2,0,1,1,,1949.25,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
1300081,87074,2013-01-20 13:10:50,5,41,,,23,57452,4,4.5,0,5.03,0.0268,5.25,29,79.0,0,19304,2,4,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0,,0
2613398,175396,2013-03-03 19:23:52,14,100,,,219,82986,0,4.0,1,1.79,0.6146,4.53,2,76.94,0,16358,2,7,2,2,1,0,,191.13,0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1,152.94,1
2743510,184181,2013-06-17 18:15:07,5,219,,,219,27973,3,2.5,1,1.39,0.0056,0.0,4,90.0,0,7246,1,7,1,1,1,0,,189.39,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
4789579,321346,2013-01-10 14:24:29,24,216,,,117,33507,4,4.0,0,3.69,0.0084,4.5,2,55.02,1,1588,2,6,3,1,3,0,,,0,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,0,,0
449532,30133,2013-05-25 12:04:29,24,216,,,55,117876,4,4.5,0,5.26,0.0105,5.89,2,289.17,0,10979,3,49,2,0,1,1,-25.9383,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
1364424,91372,2013-03-26 07:34:58,5,219,,,219,41176,0,4.5,0,0.69,0.0076,5.92,31,845.0,0,19194,1,6,2,1,1,0,,377.84,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2658858,178439,2012-11-28 09:51:26,5,31,,,219,18142,2,3.0,1,3.33,0.0422,4.88,19,129.0,0,4138,2,101,2,0,1,1,,5071.33,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1040936,69504,2013-04-23 09:45:03,5,219,,,219,53290,3,3.5,0,4.88,0.3162,5.56,34,175.0,0,25426,2,16,2,0,1,1,,1102.11,1,,,,1.0,0.0,28.0,,,,,,,1.0,0.0,28.0,,,,,,,1.0,0.0,28.0,0,,0
2685921,180266,2013-02-10 17:47:42,24,216,,,100,31360,3,4.0,0,0.69,0.0001,5.16,28,114.21,0,6792,6,42,1,0,1,0,,,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
4850532,325457,2013-01-16 18:11:52,5,219,,,219,124191,3,3.5,0,3.22,0.0146,5.21,20,109.0,0,8347,3,7,2,3,1,0,,988.28,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2075602,139326,2013-02-10 19:44:44,5,219,,,219,112060,5,4.5,1,3.18,,5.98,6,271.0,0,6592,3,5,4,1,2,1,,129.55,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
595434,39743,2012-11-25 16:15:13,5,219,,,219,20774,3,4.5,1,1.1,,4.9,16,79.0,0,15641,11,27,2,1,1,0,,13.86,0,,,,0.0,0.0,,,,,,,,1.0,0.0,12.0,,,,,,,,,,0,,0
1292962,86602,2013-05-28 18:44:15,32,220,,,220,131958,4,4.0,1,4.86,0.3742,5.39,22,232.71,0,10757,2,45,2,0,1,1,-15.4766,2046.74,0,,,,0.0,0.0,,0.0,0.0,,,1.0,,0.0,0.0,,,,,,,,,,,0,,0
4065097,272725,2013-06-21 12:52:22,12,99,,,99,86908,3,4.0,1,0.69,,0.0,9,133.84,0,6143,1,3,2,0,1,0,,,1,,,,,,,,1.0,,,,,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,,0
4264090,286219,2013-03-19 09:09:57,18,129,,,219,49761,4,4.5,1,2.77,,5.57,14,221.59,1,4562,4,164,3,0,1,1,,4035.94,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2661610,178605,2013-05-15 16:10:24,5,219,,,219,120559,2,5.0,1,1.1,,4.34,35,80.0,0,3611,1,2,2,1,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
4581089,307377,2013-03-10 09:45:48,5,219,,,2,16406,4,0.0,1,4.08,0.2476,4.85,24,109.0,0,4026,2,11,2,1,1,1,,1756.96,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,1,239.8,1
2487344,167058,2012-11-02 23:43:04,5,219,,,155,88355,4,3.0,0,3.81,0.0778,5.22,34,143.0,0,7327,2,6,1,0,1,1,,8233.6,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3519912,236305,2013-05-25 02:29:45,5,117,,,219,22124,2,3.5,1,2.08,,4.51,16,86.0,0,7163,2,90,2,1,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4188866,281064,2013-04-01 11:51:26,9,59,,,59,119939,4,4.0,1,3.14,0.2082,5.61,21,294.8,1,23841,2,33,2,2,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1005554,67182,2013-06-12 11:14:15,9,59,,,219,60309,2,1.5,1,0.0,0.0011,0.0,26,85.02,0,6546,1,38,3,0,1,1,,,1,,,,1.0,0.0,6.0,,,,,,,,,,,,,,,,,,,0,,0
2052678,137809,2013-03-26 14:23:26,14,100,,,100,128677,3,3.5,1,4.56,0.3925,5.04,15,98.42,0,15438,2,31,2,0,1,1,,,0,,,,-1.0,0.0,10.0,,,,,,,-1.0,0.0,9.0,,,,,,,-1.0,0.0,9.0,0,,0
1663184,111702,2012-11-09 07:01:43,5,219,,,219,81783,0,1.5,0,1.61,,4.66,34,60.0,0,10758,1,0,1,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0,,0
917904,61273,2013-01-28 07:26:39,5,219,,,219,68087,2,4.0,1,2.4,0.2844,4.1,1,51.0,0,17237,2,4,2,0,1,1,,593.52,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
3656783,245591,2013-03-06 23:45:02,5,219,,,219,3227,2,3.0,0,2.4,,3.83,18,57.0,0,10860,3,5,2,0,1,0,-12.7132,14.52,1,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
3053456,205055,2013-06-16 02:22:53,24,216,,,219,134154,3,3.5,1,3.76,0.0937,0.0,9,78.87,1,8192,1,117,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3171021,212916,2013-05-08 10:27:05,15,55,,,60,63101,5,4.5,1,4.62,0.0283,4.91,5,150.69,1,28150,2,9,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2273069,152600,2013-05-16 13:57:10,5,219,,,219,82116,3,3.0,0,0.69,0.0031,4.6,29,96.0,1,7434,1,1,1,0,1,1,,684.48,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
764231,51074,2013-06-27 11:14:32,5,219,,,219,79953,3,4.5,1,4.71,0.5915,0.0,7,293.0,0,17759,3,22,2,2,1,1,,253.53,1,,,,-1.0,0.0,3.0,0.0,0.0,3.0,,,,0.0,0.0,,,,,,,,-1.0,0.0,3.0,0,,0
4913542,329785,2013-06-29 21:39:32,18,129,,,117,114976,5,0.0,0,2.2,,0.0,27,158.71,1,16497,5,90,4,1,2,0,,5433.92,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4638032,311135,2013-02-26 17:55:05,32,220,,,215,32570,2,4.0,1,1.1,0.0029,4.22,19,84.9,0,8557,1,129,4,0,2,1,,8807.29,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1399741,93814,2013-06-15 14:09:39,5,219,,,219,101513,2,3.5,0,1.39,,0.0,31,70.0,0,22837,1,1,2,0,1,0,,5.34,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,25.0,0,,0
867351,57950,2013-03-25 11:34:15,16,31,,,31,68836,0,0.0,0,0.69,0.0036,4.83,8,89.97,0,20244,2,15,2,0,1,0,,121.61,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4344701,291527,2013-03-20 11:14:39,24,117,,,205,38973,2,3.0,0,4.42,0.1513,4.54,21,46.43,0,28317,2,28,2,0,1,0,,,1,,,,,,,,,,0.0,0.0,,1.0,0.0,9.0,,,,,,,,,,0,,0
3771508,253334,2013-04-04 19:41:06,14,100,,,219,57757,3,4.0,1,1.79,0.0608,5.02,24,100.72,0,20820,3,29,2,0,1,1,,1320.49,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
770281,51524,2013-02-25 13:38:23,15,55,,,31,11517,0,0.0,0,3.4,,4.46,24,72.79,0,11432,2,20,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
278761,18672,2012-11-11 12:12:05,31,219,,,219,119985,2,3.5,0,2.3,0.017,4.17,10,55.0,0,7507,1,11,2,0,1,1,,120.24,0,,,,,,,,,,,,,-1.0,0.0,18.0,,,,,,,-1.0,0.0,18.0,0,,0
1450515,97251,2013-06-18 12:19:05,5,219,,,219,7453,3,3.5,0,1.39,,0.0,24,188.0,1,17640,2,27,2,0,1,0,,1942.52,0,,,,1.0,0.0,11.0,1.0,0.0,48.0,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3284228,220505,2013-03-28 18:32:58,5,219,,,219,48883,2,2.5,1,1.95,0.0787,4.4,27,70.0,0,26484,6,154,2,0,1,0,,1371.69,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4658967,312537,2012-12-06 19:29:38,5,219,,,219,75676,3,4.5,1,1.39,,4.9,8,85.0,0,6374,1,1,2,0,1,1,,176.87,1,,,,0.0,1.0,,,1.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
